3.0	3.0	0.0	6.0
3.0	3.0	0.0	6.0
3.3333333333333335	3.3333333333333335	0.0	6.666666666666667
3.5	3.5	0.0	7.0
3.2	3.4	0.0	6.6
3.1666666666666665	3.1666666666666665	0.0	6.333333333333333
3.4285714285714284	3.4285714285714284	0.0	6.857142857142857
3.625	3.125	0.375	7.125
3.7777777777777777	3.111111111111111	0.3333333333333333	7.222222222222222
3.6	3.2	0.3	7.1
3.4545454545454546	3.272727272727273	0.2727272727272727	7.0
3.5	3.4166666666666665	0.25	7.166666666666667
3.6153846153846154	3.230769230769231	0.23076923076923078	7.076923076923077
3.5714285714285716	3.2142857142857144	0.21428571428571427	7.0
3.6	3.1333333333333333	0.2	6.933333333333334
3.4375	3.0	0.1875	6.625
3.3529411764705883	2.9411764705882355	0.17647058823529413	6.470588235294118
3.2222222222222223	2.8333333333333335	0.16666666666666666	6.222222222222222
3.1052631578947367	2.789473684210526	0.15789473684210525	6.052631578947368
2.95	2.8	0.15	5.9
3.0	2.7	0.15	5.85
2.95	2.75	0.25	5.95
2.9	2.7	0.25	5.85
2.85	2.6	0.3	5.75
2.95	2.5	0.35	5.8
2.85	2.4	0.35	5.6
2.8	2.25	0.5	5.55
2.7	2.45	0.4	5.55
2.6	2.5	0.45	5.55
2.65	2.4	0.65	5.7
2.8	2.35	0.65	5.8
2.75	2.35	0.7	5.8
2.65	2.55	0.8	6.0
2.65	2.55	0.85	6.05
2.75	2.6	0.9	6.25
2.8	2.6	0.9	6.3
2.8	2.8	0.95	6.55
2.95	2.8	0.95	6.7
3.05	2.8	1.0	6.85
3.2	2.8	1.0	7.0
3.15	2.95	1.05	7.15
3.3	2.85	0.95	7.1
3.2	2.8	0.95	6.95
3.1	2.85	0.9	6.85
3.1	2.9	0.85	6.85
3.25	2.95	0.85	7.05
3.25	2.9	0.7	6.85
3.15	2.9	0.65	6.7
3.1	2.8	0.6	6.5
3.1	2.95	0.4	6.45
3.0	2.9	0.4	6.3
2.95	2.85	0.35	6.15
2.8	2.6	0.25	5.65
2.8	2.6	0.2	5.6
2.8	2.45	0.25	5.5
2.8	2.5	0.4	5.7
2.8	2.4	0.35	5.55
2.75	2.55	0.35	5.65
2.7	2.6	0.35	5.65
2.65	2.5	0.35	5.5
2.8	2.4	0.3	5.5
2.85	2.4	0.4	5.65
2.85	2.5	0.4	5.75
3.0	2.5	0.4	5.9
2.95	2.5	0.45	5.9
2.9	2.5	0.45	5.85
2.8	2.55	0.45	5.8
2.95	2.55	0.65	6.15
2.95	2.55	0.7	6.2
2.95	2.35	0.75	6.05
3.05	2.35	0.85	6.25
3.1	2.2	0.95	6.25
3.35	2.25	0.95	6.55
3.3	2.25	0.95	6.5
3.1	2.5	0.9	6.5
3.1	2.65	0.75	6.5
3.25	2.6	0.75	6.6
3.25	2.45	0.85	6.55
3.2	2.5	0.85	6.55
3.35	2.6	0.85	6.8
3.1	2.65	0.85	6.6
2.95	2.6	0.75	6.3
3.25	2.45	0.8	6.5
3.15	2.4	0.85	6.4
3.1	2.3	0.95	6.35
3.2	2.35	1.0	6.55
3.3	2.35	1.15	6.8
3.2	2.15	0.95	6.3
3.35	2.2	0.9	6.45
3.4	2.3	0.9	6.6
3.25	2.35	0.8	6.4
3.2	2.5	0.75	6.45
3.0	2.55	0.85	6.4
3.15	2.65	0.9	6.7
3.25	2.55	0.85	6.65
3.25	2.4	0.85	6.5
3.3	2.3	0.85	6.45
3.25	2.25	0.75	6.25
3.55	2.05	0.75	6.35
3.45	2.15	0.75	6.35
3.6	2.15	0.75	6.5
3.55	2.2	0.75	6.5
3.4	2.25	0.7	6.35
3.45	2.25	0.65	6.35
3.4	2.35	0.55	6.3
3.3	2.35	0.6	6.25
3.3	2.35	0.45	6.1
3.3	2.35	0.45	6.1
3.25	2.35	0.5	6.1
3.2	2.4	0.45	6.05
3.25	2.45	0.45	6.15
3.25	2.35	0.4	6.0
3.4	2.35	0.3	6.05
3.25	2.15	0.25	5.65
3.15	2.1	0.25	5.5
3.25	2.05	0.4	5.7
3.15	2.15	0.4	5.7
3.2	2.4	0.45	6.05
3.0	2.65	0.4	6.05
3.05	2.7	0.4	6.15
3.0	2.8	0.4	6.2
3.0	2.85	0.4	6.25
