4.0	3.0	0.0	7.0
3.0	2.0	0.5	5.5
4.0	2.0	0.3333333333333333	6.333333333333333
4.0	2.25	0.25	6.5
4.0	2.0	0.4	6.4
4.166666666666667	2.1666666666666665	0.3333333333333333	6.666666666666667
3.7142857142857144	2.4285714285714284	0.2857142857142857	6.428571428571429
3.625	2.75	0.25	6.625
3.7777777777777777	2.6666666666666665	0.2222222222222222	6.666666666666667
3.5	2.6	0.2	6.3
3.3636363636363638	2.4545454545454546	0.18181818181818182	6.0
3.3333333333333335	2.4166666666666665	0.16666666666666666	5.916666666666667
3.076923076923077	2.3076923076923075	0.15384615384615385	5.538461538461538
2.9285714285714284	2.2857142857142856	0.14285714285714285	5.357142857142857
2.933333333333333	2.2	0.13333333333333333	5.266666666666667
2.875	2.375	0.125	5.375
2.8823529411764706	2.235294117647059	0.11764705882352941	5.235294117647059
2.888888888888889	2.1666666666666665	0.1111111111111111	5.166666666666667
2.8421052631578947	2.0526315789473686	0.10526315789473684	5.0
2.85	2.1	0.1	5.05
2.7	1.95	0.1	4.75
2.65	1.95	0.05	4.65
2.55	1.9	0.05	4.5
2.5	1.95	0.05	4.5
2.35	2.15	0.0	4.5
2.1	2.15	0.0	4.25
2.15	2.1	0.0	4.25
2.2	2.0	0.0	4.2
2.0	2.1	0.0	4.1
1.95	2.1	0.0	4.05
1.85	2.05	0.0	3.9
1.8	2.05	0.0	3.85
1.85	2.2	0.0	4.05
1.9	2.15	0.0	4.05
1.8	2.2	0.0	4.0
1.8	2.05	0.0	3.85
1.7	2.15	0.0	3.85
1.65	2.15	0.0	3.8
1.65	2.15	0.0	3.8
1.5	2.1	0.0	3.6
1.45	2.15	0.0	3.6
1.6	2.2	0.0	3.8
1.55	2.25	0.0	3.8
1.5	2.25	0.0	3.75
1.55	2.1	0.0	3.65
1.8	2.0	0.0	3.8
1.9	1.95	0.0	3.85
1.85	1.85	0.0	3.7
1.8	1.85	0.0	3.65
1.8	1.95	0.0	3.75
1.9	1.95	0.0	3.85
2.0	2.0	0.0	4.0
2.0	1.95	0.0	3.95
2.0	2.05	0.0	4.05
2.05	2.0	0.0	4.05
2.05	1.9	0.0	3.95
2.3	1.8	0.0	4.1
2.3	1.85	0.0	4.15
2.3	1.9	0.0	4.2
2.35	1.85	0.0	4.2
2.4	1.9	0.0	4.3
2.2	2.0	0.0	4.2
2.15	2.0	0.0	4.15
2.05	1.85	0.0	3.9
2.1	1.85	0.0	3.95
1.95	1.95	0.0	3.9
1.95	1.9	0.0	3.85
1.9	1.95	0.0	3.85
2.05	1.9	0.0	3.95
2.1	1.9	0.0	4.0
2.1	2.0	0.0	4.1
2.05	1.9	0.0	3.95
2.2	1.75	0.0	3.95
2.3	1.8	0.0	4.1
2.4	1.95	0.0	4.35
2.45	2.1	0.0	4.55
2.25	2.2	0.0	4.45
2.25	2.15	0.0	4.4
2.3	2.2	0.0	4.5
2.3	2.2	0.0	4.5
2.35	2.1	0.0	4.45
2.65	1.95	0.0	4.6
2.7	2.0	0.0	4.7
2.85	2.0	0.0	4.85
2.8	2.05	0.0	4.85
